,PatentNumber,IPC
723,CN107337731-A,A61K-039/42
724,US2017319712-A1,A61K-031/44
725,US2017319712-A1,A61K-039/00
726,CN107326099-A,C12Q-001/68
727,CN107326099-A,C12Q-001/70
728,CN107320720-A,A61K-039/02
729,CN107320720-A,A61K-039/12
730,CN107326101-A,C12N-015/11
731,CN107326101-A,C12Q-001/68
732,KR2017003794-U,A01N-059/12
733,KR2017003794-U,A01N-065/08
734,JP2017195829-A,C12N-007/02
735,WO2017187277-A2,C12N-000/00
736,WO2017187277-A2,A61K-039/12
737,US2017313685-A1,C07D-209/20
738,US2017313685-A1,C07D-211/62
739,CN107298712-A,A61K-039/42
740,CN107298712-A,A61P-031/14
741,CN107281210-A,A61K-031/7052
742,CN107281210-A,A61P-031/14
743,KR1789269-B1,A23K-020/137
744,KR1789269-B1,A61K-031/496
745,WO2017180884-A1,A61K-038/00
746,WO2017180884-A1,A61K-039/395
747,WO2017181070-A1,A61K-035/00
748,WO2017181070-A1,A61K-035/76
749,CN107245532-A,C12N-015/11
750,CN107245532-A,C12Q-001/68
751,CN107245533-A,C12N-015/11
752,CN107245533-A,C12Q-001/68
753,CN107245095-A,A61K-038/16
754,CN107245095-A,A61P-031/14
755,WO2017177073-A1,A61K-039/02
756,WO2017177073-A1,C12N-001/20
757,WO2017176596-A1,A61K-039/12
758,WO2017176596-A1,A61K-039/205
759,WO2017176762-A1,A61K-047/68
760,WO2017176762-A1,A61K-047/69
761,US2017290895-A1,A61K-039/00
762,US2017290895-A1,C07K-016/20
763,US2017281966-A1,A61M-016/04
764,US2017281966-A1,A61N-005/06
765,JP2017179293-A,A01N-025/04
766,JP2017179293-A,A01N-041/04
767,KR1782862-B1,C07K-016/10
768,KR1782862-B1,C12N-005/16
769,WO2017162208-A1,A61K-038/10
770,WO2017162208-A1,C07K-007/08
771,CN107201345-A,A61K-039/215
772,CN107201345-A,A61P-031/14
773,CN107197877-A,A01N-037/46
774,CN107197877-A,A01N-061/00
775,CN107190104-A,C12N-015/11
776,CN107190104-A,C12Q-001/68
777,CN107177001-A,C07K-016/02
778,CN107177001-A,C07K-016/10
779,CN107157967-A,A61K-031/12
780,CN107157967-A,A61P-001/00
781,WO2017153977-A1,A61K-031/202
782,WO2017153977-A1,A61K-009/16
783,WO2017153527-A1,A61K-031/427
784,WO2017153527-A1,A61K-031/4985
785,WO2017152137-A2,A61K-039/02
786,WO2017152137-A2,A61K-039/295
787,CN107132348-A,G01N-033/533
788,CN107132348-A,G01N-033/569
789,WO2017144709-A1,A61K-031/53
790,WO2017144709-A1,A61P-031/14
791,CN107090519-A,C12Q-001/04
792,CN107090519-A,C12Q-001/14
793,WO2017143024-A2,A61K-039/108
794,WO2017143024-A2,A61K-039/02
795,WO2017145092-A1,A61K-031/439
796,WO2017145092-A1,A61P-035/00
797,JP2017145246-A,C07K-016/10
798,JP2017145246-A,C12N-015/09
799,US2017232183-A1,A61M-001/36
800,US2017232183-A1,B01J-020/20
801,CN107043426-A,C07K-019/00
802,CN107043426-A,C12N-015/62
803,CN107033250-A,A61K-039/215
804,CN107033250-A,A61P-031/14
805,WO2017136539-A1,A61K-035/28
806,WO2017136539-A1,A61K-039/00
807,CN107022008-A,A61K-038/16
808,CN107022008-A,A61P-031/14
809,CN107022650-A,C12N-015/11
810,CN107022650-A,C12Q-001/68
811,CN107012259-A,C12N-015/11
812,CN107012259-A,C12Q-001/68
813,WO2017129975-A1,A61K-039/00
814,WO2017129975-A1,C07K-014/005
815,WO2017131493-A1,B01L-003/00
816,WO2017131493-A1,C12Q-001/68
817,CN106986939-A,A61K-039/395
818,CN106986939-A,A61P-029/00
819,WO2017124831-A1,A61K-031/353
820,WO2017124831-A1,A61K-031/7024
821,WO2017126617-A1,G01N-027/414
822,WO2017126617-A1,G01N-033/543
823,WO2017120280-A1,C07K-016/28
824,WO2017120280-A1,A61K-039/395
825,WO2017120168-A1,A61K-039/12
826,WO2017120168-A1,A61K-039/155
827,CN106928326-A,A61K-039/215
828,CN106928326-A,A61P-031/14
829,KR2017078584-A,A61K-031/403
830,KR2017078584-A,A61K-031/404
831,CN106929606-A,C12N-015/11
832,CN106929606-A,C12Q-001/68
833,AU2017203965-A1,A61K-039/02
834,AU2017203965-A1,A61K-039/10
835,WO2017114509-A1,A61K-031/4025
836,WO2017114509-A1,A61P-001/00
837,WO2017109134-A1,A61K-038/00
838,WO2017109134-A1,A61K-039/00
839,EP3184119-A1,A61K-039/165
840,EP3184119-A1,C12N-007/02
841,CN206281862-U,G01N-033/543
842,CN206281862-U,G01N-033/569
843,CN206273830-U,C12M-001/34
844,CN206273830-U,C12Q-001/68
845,FR3045607-A1,A61K-031/675
846,FR3045607-A1,A61P-031/12
847,CN106868213-A,C12N-015/11
848,CN106868213-A,C12Q-001/68
849,CN206248671-U,G01N-033/569
850,CN106822880-A,A01N-063/00
851,CN106822880-A,A01P-001/00
852,US2017157219-A1,A61K-038/46
853,US2017157219-A1,A61P-031/14
854,KR2017062421-A,A23K-010/30
855,KR2017062421-A,A23K-020/00
856,CN106749650-A,A61K-039/40
857,CN106749650-A,A61K-039/42
858,CN106755589-A,C12N-015/11
859,CN106755589-A,C12Q-001/04
860,CN106754749-A,C12N-007/00
861,CN106754749-A,C12R-001/93
862,KR2017057974-A,A23L-001/305
863,KR2017057974-A,A61K-038/16
864,WO2017085692-A1,A61K-031/7056
865,WO2017085692-A1,A61K-009/14
866,WO2017087492-A1,C07K-014/11
867,WO2017087492-A1,C12N-015/09
868,US2017145394-A1,A61K-038/46
869,US2017145394-A1,A61K-048/00
870,US2017143749-A1,A61K-031/7068
871,US2017143749-A1,A61K-031/7072
872,CN106702499-A,A01N-001/02
873,CN106702499-A,C12N-005/073
874,CN106676197-A,C12N-015/11
875,CN106676197-A,C12Q-001/68
876,KR2017052393-A,A61K-031/403
877,KR2017052393-A,A61K-031/404
878,WO2017077528-A2,A61K-031/202
879,WO2017077528-A2,A61K-031/232
880,CN106636454-A,C12N-015/11
881,CN106636454-A,C12Q-001/68
882,CN106632661-A,A61K-039/00
883,CN106632661-A,A61K-039/12
884,WO2017072319-A1,A61K-031/00
885,WO2017072319-A1,A61K-031/555
886,WO2017066876-A1,A61K-031/444
887,WO2017066876-A1,A61K-031/4545
888,WO2017068352-A1,A61K-039/12
889,WO2017068352-A1,A23K-010/16
890,WO2017066484-A2,A61K-039/12
891,WO2017066484-A2,C07K-019/00
892,WO2017065405-A1,A61K-031/713
893,WO2017065405-A1,A61K-048/00
894,US2017101386-A1,C07D-271/06
895,US2017101386-A1,A61K-031/4245
896,WO2017056094-A1,A61K-035/76
897,WO2017056094-A1,C12N-007/04
898,WO2017059449-A1,C12N-005/00
899,WO2017059449-A1,C12N-005/07
900,WO2017053604-A1,A61K-031/423
901,WO2017053604-A1,A61K-031/437
902,US2017087246-A1,A61K-039/35
903,US2017087246-A1,C07K-014/435
904,KR2017033925-A,A01N-025/06
905,KR2017033925-A,A01N-031/06
906,WO2017046801-A1,A61K-038/16
907,WO2017046801-A1,A61K-039/215
908,WO2017047089-A1,A61K-039/395
909,WO2017047089-A1,A61K-047/36
910,US2017080079-A1,A61K-039/145
911,US2017080079-A1,C12N-005/00
912,CN106518989-A,C07K-014/165
913,CN106518989-A,G01N-033/569
914,CN106478819-A,A61K-039/395
915,CN106478819-A,A61P-017/00
916,CN106478814-A,A61K-039/42
917,CN106478814-A,A61P-031/14
918,KR2017021140-A,A61K-031/192
919,KR2017021140-A,A61K-031/42
920,WO2017031353-A1,C07K-014/00
921,WO2017031353-A1,C07K-016/00
922,WO2017028472-A1,A61K-031/44
923,WO2017028472-A1,A61K-031/495
924,US2017049742-A1,A61K-031/185
925,US2017049742-A1,A61K-031/285
926,CN106421314-A,A61K-036/8966
927,CN106421314-A,A61P-011/00
928,WO2017024407-A1,A61K-035/36
929,WO2017024407-A1,A61K-038/08
930,US2017035726-A1,A61K-031/353
931,US2017035726-A1,A61K-036/185
932,CN106380517-A,A61K-039/42
933,CN106380517-A,A61P-031/14
934,WO2017015136-A1,A61K-031/437
935,WO2017015136-A1,A61K-031/4738
936,WO2017013410-A1,A61K-031/155
937,WO2017013410-A1,A61K-031/16
938,CN205910196-U,G01N-033/558
939,CN205910196-U,G01N-033/569
940,CN106344920-A,A61K-039/39
941,CN106344920-A,A61K-047/32
942,WO2017009351-A1,A61K-031/047
943,WO2017009351-A1,A61K-031/731
944,WO2017010835-A1,A61K-031/4178
945,WO2017010835-A1,A61K-031/497
946,JP2017006008-A,A61K-039/395
947,JP2017006008-A,A61P-031/12
948,WO2017004159-A1,A61K-038/17
949,WO2017004159-A1,A61K-038/19
950,WO2017004586-A1,A61K-039/145
951,WO2017004586-A1,C12N-007/00
952,JP2017002012-A,A61K-031/045
953,JP2017002012-A,A61K-045/00
954,CN106290880-A,G01N-033/558
955,CN106290880-A,G01N-033/577
956,CN106265684-A,A61K-031/568
957,CN106265684-A,A61P-011/00
958,WO2016210093-A1,A61K-039/12
959,WO2016210093-A1,A61K-039/145
960,KR2016150250-A,A23L-001/30
961,KR2016150250-A,A61K-031/34
962,WO2016210292-A1,A61K-035/28
963,WO2016210292-A1,C07K-014/495
964,WO2016201692-A1,A61K-038/14
965,WO2016201692-A1,A61P-031/14
966,CN106244728-A,C12N-015/11
967,CN106244728-A,C12Q-001/68
968,CN106238300-A,B05D-007/24
969,CN106238300-A,B82Y-040/00
970,CN106234770-A,A23K-020/105
971,CN106234771-A,A23K-020/105
972,CN106234771-A,A23K-020/158
973,WO2012104837-A1,C07K-014/435
974,WO2012104837-A1,A01N-063/00
975,WO2012100370-A1,C12Q-001/68
976,WO2012100302-A1,A61K-039/085
977,WO2012100302-A1,A61K-039/09
978,DE102011003478-A1,A61K-038/16
979,DE102011003478-A1,A61K-045/00
980,KR2012081768-A,C12N-015/57
981,KR2012081768-A,C12N-015/81
982,KR2012077808-A,A61K-036/73
983,KR2012077808-A,A61P-031/00
984,KR2012077795-A,A61K-036/73
985,KR2012077795-A,A61P-031/00
986,WO2012092569-A2,A61K-031/7088
987,WO2012092569-A2,A61K-031/7105
988,WO2012092367-A1,A01N-037/18
989,WO2012092367-A1,A61K-038/00
990,WO2012090219-A2,C07D-417/02
991,WO2012090219-A2,A01N-043/78
992,WO2012092053-A1,A61K-039/12
993,WO2012092053-A1,A61P-031/14
994,JP2012125220-A,C12N-015/09
995,JP2012125220-A,C12Q-001/68
996,WO2012085582-A1,A61K-031/425
997,WO2012085582-A1,A61K-031/535
998,WO2012085583-A1,A61K-031/425
999,WO2012085583-A1,A61K-031/535
1000,WO2012083445-A1,A61K-039/295
1001,WO2012083445-A1,A61P-031/16
1002,WO2012079172-A1,A61K-038/12
1003,WO2012079172-A1,A61K-038/13
1004,WO2012079115-A1,A61K-031/713
1005,WO2012079115-A1,A61P-031/12
1006,RU2456998-C1,A61K-039/395
1007,RU2456998-C1,C07K-014/08
1008,US2012141465-A1,A61K-035/76
1009,US2012141465-A1,A61K-039/12
1010,WO2012071346-A1,A61K-039/395
1011,WO2012071346-A1,A61P-001/00
1012,EP2457583-A1,A61K-039/12
1013,KR2012054465-A,A61K-039/215
1014,KR2012054465-A,C07K-014/165
1015,WO2012065755-A1,A61K-031/7088
1016,WO2012065755-A1,A61K-035/12
1017,WO2012063799-A1,C12N-015/09
1018,WO2012063799-A1,C12N-005/10
1019,WO2012064654-A1,A61K-031/407
1020,WO2012064654-A1,A61P-031/14
1021,US2012121679-A1,A01N-025/08
1022,US2012121679-A1,A01N-025/34
1023,US2012122962-A1,A61K-031/713
1024,US2012122962-A1,A61P-031/14
1025,US2012121730-A1,A61K-031/7048
1026,US2012121730-A1,A61K-033/06
1027,CN102453712-A,A61K-048/00
1028,CN102453712-A,A61P-031/14
1029,RU2010143681-A,C12N-015/44
1030,RU2010143681-A,C12N-007/00
1031,WO2012057636-A1,A23C-021/02
1032,WO2012057636-A1,A61K-038/20
1033,WO2012046145-A2,A61K-031/715
1034,WO2012046145-A2,A61K-036/074
1035,WO2012042857-A1,A61K-038/36
1036,WO2012042857-A1,A61K-039/39
1037,WO2012041328-A1,A61K-038/17
1038,WO2012041328-A1,A61K-048/00
1039,WO2012040527-A2,A61K-031/4164
1040,WO2012040527-A2,A61K-031/44
1041,WO2012040164-A2,A61K-038/16
1042,WO2012040164-A2,A61K-038/17
1043,WO2012034719-A1,A61K-031/675
1044,WO2012034719-A1,A61P-031/12
1045,CN102367491-A,C12Q-001/68
1046,CN102367491-A,C12Q-001/70
1047,WO2012025612-A1,G01N-033/53
1048,WO2012025612-A1,G01N-033/15
1049,WO2012027365-A2,A61K-039/00
1050,WO2012027365-A2,A61K-039/385
1051,US2012040033-A1,A61K-031/421
1052,US2012040033-A1,A61K-031/425
1053,WO2012021796-A2,C07K-007/64
1054,WO2012021796-A2,A61K-038/13
1055,JP2012024039-A,C12N-015/09
1056,JP2012024039-A,C12Q-001/68
1057,US2012027846-A1,A61K-031/655
1058,US2012027846-A1,A61K-031/7056
1059,WO2012015979-A2,A61K-038/08
1060,WO2012015979-A2,A61K-038/10
1061,JP2012019705-A,A01K-067/027
1062,JP2012019705-A,C12N-015/09
1063,WO2012012498-A2,A61K-031/23
1064,WO2012012498-A2,A61K-031/235
1065,WO2012011606-A1,C07D-487/04
1066,ES1075993-U,B65B-013/18
1067,RU2010128773-A,C12H-001/00
1068,WO2012007589-A1,A61K-039/23
1069,WO2012007589-A1,C07K-014/015
1070,WO2012006437-A2,A61K-038/16
1071,WO2012006437-A2,A61P-031/18
1072,WO2012003995-A1,A61P-031/12
1073,WO2012003995-A1,A61P-035/00
1074,WO2012006149-A2,A61K-038/10
1075,WO2012006149-A2,A61K-038/04
1076,US8092813-B1,A61K-039/00
1077,US8092813-B1,C07C-011/00
1078,RU2438709-C1,A61K-039/40
1079,RU2438709-C1,A61K-039/42
1080,WO2011161031-A1,A61K-031/5517
1081,WO2011161031-A1,A61P-035/00
1082,WO2011160182-A1,A61K-039/02
1083,WO2011160182-A1,C12N-001/21
1084,WO2011159821-A1,A61K-031/4965
1085,WO2011159821-A1,A61K-031/47
1086,WO2011160024-A2,C07D-417/02
1087,WO2011160024-A2,C07D-417/06
1088,WO2011156734-A2,C12Q-001/68
1089,WO2011156273-A1,C07H-021/04
1090,WO2011156273-A1,C12N-015/11
1091,WO2011155898-A1,A61K-031/136
1092,WO2011155898-A1,A61P-031/12
1093,US2011305725-A1,A61K-039/12
1094,US2011305725-A1,A61K-039/295
1095,WO2011151470-A2,C12N-007/00
1096,WO2011151470-A2,C07K-014/11
1097,WO2011151359-A1,A61K-031/27
1098,WO2011151359-A1,A61K-031/433
1099,EP2392343-A1,A61K-033/00
1100,EP2392343-A1,A61K-038/40
1101,WO2011150162-A1,A01N-043/38
1102,WO2011150162-A1,A61K-031/40
1103,US2011291652-A1,G01R-033/44
1104,US2011291652-A1,G01V-003/00
1105,WO2011150413-A1,A61K-031/045
1106,WO2011150413-A1,A61K-031/67
1107,NZ576201-A,A61K-031/343
1108,NZ576201-A,A61K-039/15
1109,WO2011146527-A2,A61K-038/16
1110,WO2011146527-A2,A61K-038/17
1111,WO2011146629-A2,C12Q-001/68
1112,WO2011146629-A2,C12M-001/00
1113,WO2011141819-A1,A61K-031/01
1114,WO2011141819-A1,A61K-039/39
1115,WO2012003030-A2,G01N-033/15
1116,WO2012003030-A2,G01N-033/52
1117,RU2010116510-A,A21D-004/00
1118,RU2010116510-A,A61K-035/16
1119,US2011274649-A1,A61K-039/12
1120,US2011274649-A1,A61K-039/275
1121,CN102234638-A,A61K-038/47
1122,CN102234638-A,A61K-048/00
1123,KR2011121190-A,A61K-039/12
1124,KR2011121190-A,C12N-015/10
1125,WO2011133712-A2,A61K-031/095
1126,WO2011133712-A2,A61K-031/10
1127,WO2011133707-A2,A61K-031/35
1128,WO2011133707-A2,A61K-031/352
1129,WO2011133729-A2,A61K-031/34
1130,WO2011133729-A2,A61K-031/36
1131,WO2011133722-A2,A61K-031/495
1132,WO2011133722-A2,A61K-031/519
1133,WO2011133727-A2,A61K-031/421
1134,WO2011133727-A2,A61K-031/433
1135,WO2011133719-A2,A61K-031/34
1136,WO2011133719-A2,A61K-031/426
1137,US2011262482-A1,A61K-031/353
1138,US2011262482-A1,A61K-031/4433
1139,AU2011101109-A4,A61L-101/08
1140,AU2011101109-A4,A61L-101/12
1141,WO2011133450-A2,G01N-033/53
1142,WO2011133450-A2,G01N-033/532
1143,RU2443429-C2,A61K-039/15
1144,RU2443429-C2,A61K-039/17
1145,CN102221611-A,G01N-033/531
1146,CN102221611-A,G01N-033/569
1147,ES2366255-A1,A61K-039/12
1148,ES2366255-A1,A61K-047/48
1149,WO2011126976-A1,A61K-039/21
1150,WO2011126976-A1,C07K-014/14
1151,WO2011127019-A2,A61K-031/4035
1152,WO2011127019-A2,A61P-031/12
1153,CN202002930-U,G01N-021/64
1154,CN202002930-U,G01N-033/543
1155,WO2011119527-A1,A61K-039/12
1156,WO2011119527-A1,A61K-038/16
1157,US2011236882-A1,C12Q-001/02
1158,US2011236882-A1,C12Q-001/68
1159,CN102199674-A,C12Q-001/70
1160,CN102199674-A,C12N-015/11
1161,US2011229914-A1,G01N-033/53
1162,CN201984071-U,G01N-021/64
1163,CN201984071-U,G01N-033/546
1164,WO2011110852-A1,A61K-031/497
1165,WO2011110852-A1,A61P-029/00
1166,WO2011112593-A1,A61K-039/145
1167,WO2011112593-A1,A61P-031/04
1168,US2011223659-A1,C12N-005/071
1169,US2011223659-A1,C12N-005/09
1170,WO2011110955-A2,C12N-015/11
1171,WO2011110955-A2,C12Q-001/70
1172,WO2011112586-A2,C12Q-001/68
1173,WO2011112586-A2,C12Q-001/70
1174,CN102181583-A,C12Q-001/68
1175,CN102181583-A,C12Q-001/70
1176,US2011218241-A1,A61B-018/02
1177,US2011218241-A1,A61B-018/04
1178,WO2011106743-A1,A61K-039/12
1179,WO2011106743-A1,A61K-039/175
1180,WO2011105633-A1,A01N-037/38
1181,WO2011105633-A1,A01N-043/08
1182,WO2011100528-A2,A61K-038/00
1183,WO2011100528-A2,A61K-038/16
1184,WO2011098799-A2,A61K-031/427
1185,WO2011098799-A2,A61K-031/4439
1186,WO2011098801-A1,A61K-031/192
1187,WO2011098801-A1,A61P-029/00
1188,GB2477540-A,A61K-031/427
1189,GB2477540-A,A61P-011/00
1190,WO2011091473-A1,A61B-010/00
1191,WO2011091473-A1,G01N-033/53
1192,WO2011094693-A1,C12P-021/04
1193,WO2011094693-A1,A61K-031/34
1194,WO2011094357-A2,A61K-039/145
1195,WO2011094357-A2,A61K-039/155
1196,WO2011094528-A2,C12Q-001/68
1197,WO2011094528-A2,C12Q-001/70
1198,KR2011086473-A,A61P-031/12
1199,WO2011087366-A1,C12Q-001/70
1200,WO2011087366-A1,C12Q-001/04
1201,US2011178269-A1,C07K-016/00
1202,US2011178269-A1,C07K-007/08
1203,RU2423996-C1,A61K-036/185
1204,RU2423996-C1,A61K-036/28
1205,US2011172261-A1,A61K-031/473
1206,US2011172261-A1,A61P-019/02
1207,WO2011083317-A1,A61K-038/16
1208,WO2011083317-A1,A61P-031/16
1209,KR1158039-B1,A61K-035/20
1210,KR1158039-B1,A61K-035/56
1211,WO2011082175-A2,A61K-031/737
1212,WO2011082175-A2,A61P-029/00
1213,WO2011080593-A2,A61K-000/00
1214,WO2011080593-A2,A61K-031/192
1215,US2011165649-A1,C07K-014/00
1216,US2011165649-A1,C07K-014/415
1217,WO2011076367-A2,A61K-031/13
1218,WO2011076367-A2,A61K-031/19
1219,DE102009056871-A1,A61K-039/39
1220,DE102009056871-A1,A61K-009/107
1221,KR2011068191-A,A23L-001/30
1222,KR2011068191-A,A61K-031/65
1223,WO2011067516-A1,C12Q-001/70
1224,WO2011067516-A1,G01N-027/62
1225,US2011135685-A1,A61K-039/07
1226,US2011135685-A1,A61K-039/08
1227,WO2011067673-A2,B01F-000/00
1228,WO2011067673-A2,A61K-039/39
1229,WO2011068094-A1,A61L-009/00
1230,WO2011068094-A1,A61L-009/01
1231,US2011129479-A1,A61K-039/395
1232,US2011129479-A1,A61K-039/40
1233,EP2327787-A1,A61K-039/12
1234,EP2327787-A1,A61K-039/215
1235,CN102078275-A,A61K-008/97
1236,CN102078275-A,A61Q-011/00
1237,US2011125411-A1,G01N-033/48
1238,US2011125411-A1,G06F-019/00
1239,WO2011061527-A1,A61K-031/416
1240,WO2011061527-A1,A61K-031/428
1241,WO2011054851-A1,C12N-009/12
1242,WO2011054851-A1,G01N-033/68
1243,WO2011054843-A1,A61K-031/4706
1244,WO2011054843-A1,A61K-031/4745
1245,WO2011056168-A1,A61K-031/69
1246,WO2011056168-A1,A61P-031/00
1247,WO2011057124-A1,A61K-039/00
1248,WO2011057124-A1,A61K-039/44
1249,WO2011055979-A2,A61K-036/47
1250,WO2011055979-A2,A61K-036/83
1251,WO2011056175-A1,A61K-039/00
1252,WO2011056175-A1,A61K-039/002
1253,WO2011053854-A1,C12C-011/00
1254,WO2011053854-A1,C12G-001/00
1255,US2011105562-A1,A61K-031/165
1256,US2011105562-A1,A61K-031/45
1257,WO2011045557-A1,A61K-036/537
1258,WO2011045557-A1,A61P-011/00
1259,WO2011045471-A1,A61K-035/74
1260,WO2011045471-A1,A61P-011/00
1261,CN102021145-A,C12N-005/10
1262,CN102021145-A,C12Q-001/37
1263,KR1029972-B1,C12N-015/86
1264,KR1029972-B1,C12Q-001/02
1265,WO2011042026-A1,A61K-039/102
1266,WO2011042026-A1,C07K-014/285
1267,WO2011043735-A1,A61K-036/185
1268,WO2011043735-A1,A61K-036/23
1269,WO2011038678-A1,G01N-033/543
1270,WO2011038678-A1,G01N-033/558
1271,KR2011034770-A,A61K-036/185
1272,KR2011034770-A,A61K-036/22
1273,WO2011036539-A1,A61K-035/66
1274,WO2011036539-A1,A61K-039/395
1275,US2011065712-A1,A61K-031/5025
1276,US2011065712-A1,A61K-031/519
1277,CN101985665-A,C12N-015/11
1278,CN101985665-A,C12Q-001/68
1279,WO2011028531-A1,C12N-005/0783
1280,WO2011028531-A1,A61K-035/12
1281,WO2011025859-A1,A61K-031/429
1282,WO2011025859-A1,A61P-035/00
1283,EP2283859-A2,A61K-039/215
1284,EP2283859-A2,A61K-048/00
1285,WO2011017160-A1,A61K-038/21
1286,WO2011017160-A1,C07K-014/555
1287,CN101962648-A,A61K-039/215
1288,CN101962648-A,A61K-048/00
1289,WO2011008230-A2,A61K-031/137
1290,WO2011008230-A2,A61K-031/185
1291,WO2011008956-A2,A61K-031/5375
1292,WO2011008956-A2,A61K-031/7105
1293,KR2011006083-A,C07D-311/34
1294,KR2011006083-A,C07D-311/36
1295,CN101948851-A,A61K-039/215
1296,CN101948851-A,A61K-048/00
1297,CN101948516-A,A61K-039/215
1298,CN101948516-A,A61K-048/00
1299,WO2011004146-A1,A61K-039/215
1300,WO2011004146-A1,C07K-014/165
1301,US2011008377-A1,A61K-039/00
1302,US2011008377-A1,A61P-037/04
1303,WO2011005786-A2,C12P-021/06
1304,WO2011005786-A2,C07H-021/04
1305,WO2011005793-A1,A61K-039/00
1306,WO2011005793-A1,C07H-021/02
1307,WO2010150014-A1,A61K-031/426
1308,WO2010150014-A1,A61K-031/427
1309,RU2407543-C1,A61K-039/12
1310,RU2407543-C1,A61P-031/00
1311,WO2010146401-A1,A61K-039/00
1312,WO2010146401-A1,A61K-039/385
1313,WO2010145017-A1,A61K-039/02
1314,WO2010145017-A1,A61K-009/72
1315,WO2010148351-A1,A61K-031/41
1316,WO2010148351-A1,A61K-031/427
1317,CN101921823-A,A61K-031/201
1318,CN101921823-A,A61K-031/202
1319,WO2010144799-A2,G01N-033/50
1320,WO2010144799-A2,G01N-033/569
1321,WO2010142030-A1,A61K-039/205
1322,WO2010142030-A1,A61P-031/14
1323,WO2010144794-A1,C07K-014/32
1324,WO2010144794-A1,C12N-015/62
1325,WO2010142985-A1,A61K-031/4402
1326,WO2010142985-A1,A61K-031/4439
1327,WO2010144043-A1,A61K-031/439
1328,WO2010144043-A1,A61K-009/14
1329,WO2010144908-A2,A61K-039/395
1330,WO2010144908-A2,A61K-048/00
1331,CN101914554-A,A61K-039/215
1332,CN101914554-A,A61P-011/00
1333,CN101914553-A,A61K-039/215
1334,CN101914553-A,A61P-011/00
1335,JP2010282791-A,A61L-009/22
1336,JP2010282791-A,F21S-002/00
1337,WO2010138758-A1,A01N-043/42
1338,WO2010138758-A1,A61K-031/44
1339,US2010304363-A1,C07D-235/02
1340,US2010304363-A1,C12Q-001/70
1341,WO2010138419-A2,A61K-031/13
1342,WO2010138419-A2,A61K-031/519
1343,WO2010133882-A1,A61K-031/505
1344,WO2010133882-A1,A61P-011/00
1345,WO2010133885-A1,A61K-031/505
1346,WO2010133885-A1,A61K-031/5377
1347,WO2010134851-A1,A61K-031/00
1348,WO2010134851-A1,A61K-038/05
1349,WO2010134939-A2,A61K-031/36
1350,WO2010134939-A2,A61K-031/407
1351,US2010291082-A1,A61K-039/395
1352,US2010291082-A1,A61P-031/12
1353,WO2010130756-A1,A61K-038/18
1354,WO2010130756-A1,A61K-039/12
1355,WO2010132404-A1,C07C-233/00
1356,WO2010132404-A1,A61K-031/415
1357,KR2010120473-A,A61K-039/215
1358,KR2010120473-A,A61K-047/48
1359,US2010285057-A1,A61K-039/245
1360,US2010285057-A1,A61P-037/04
1361,RU2403063-C1,A61K-039/295
1362,RU2403063-C1,A61P-031/00
1363,US2010279352-A1,C12P-021/00
1364,US2010279352-A1,C12N-005/02
1365,WO2010127228-A1,C12Q-001/68
1366,WO2010127228-A1,C07H-021/02
1367,US2010280067-A1,A61K-031/472
1368,US2010280067-A1,A61P-003/04
1369,WO2010127208-A1,A01N-043/42
1370,WO2010127208-A1,A61K-031/47
1371,WO2010124163-A2,A61K-039/00
1372,WO2010124163-A2,A61K-039/385
1373,US2010273740-A1,A61K-031/661
1374,US2010273740-A1,A61P-031/00
1375,WO2010123527-A2,A61K-031/275
1376,WO2010123527-A2,A61K-038/18
1377,WO2010120524-A2,A61K-048/00
1378,WO2010120524-A2,C07K-014/715
1379,WO2010121225-A2,A61K-031/4375
1380,WO2010121225-A2,A61K-031/519
1381,WO2010121180-A1,A61K-038/19
1382,WO2010121180-A1,A61K-039/00
1383,WO2010120195-A1,A61K-031/335
1384,WO2010120195-A1,A61K-031/365
1385,EP2241312-A1,A61K-031/17
1386,EP2241312-A1,A61P-017/00
1387,US2010256169-A1,A61K-031/522
1388,US2010256169-A1,A61P-031/12
1389,WO2010113595-A1,A23L-001/30
1390,WO2010113595-A1,A23L-002/52
1391,WO2010111650-A2,A61K-031/04
1392,WO2010111650-A2,A61K-031/14
1393,WO2010111711-A2,C07H-015/10
1394,WO2010111711-A2,C12N-005/071
1395,WO2010111485-A1,A61K-038/06
1396,WO2010111485-A1,A61K-045/06
1397,WO2010110914-A2,A61K-048/00
1398,WO2010110914-A2,A61P-031/00
1399,WO2010111687-A2,A61K-039/12
1400,WO2010111687-A2,A61K-039/145
1401,WO2010106495-A1,A61K-036/185
1402,WO2010106495-A1,A61P-011/00
1403,WO2010106494-A1,A61K-031/404
1404,WO2010106494-A1,A61K-036/185
1405,CN101837073-A,A61K-036/185
1406,CN101837073-A,A61K-036/74
1407,WO2010105020-A2,C12N-015/66
1408,WO2010105020-A2,C12N-015/867
1409,WO2010104748-A2,A61K-039/12
1410,WO2010104748-A2,A61K-039/395
1411,KR2010094968-A,C12N-015/11
1412,KR2010094968-A,C12Q-001/68
1413,US2010216773-A1,A61K-031/4745
1414,US2010216773-A1,A61K-031/55
1415,WO2010093163-A2,C11D-001/70
